Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Period_Penalty,Alpha_Penalty,Penalty_Raw,Penalty,Penalty_N,Penalty_Rank,IsCrypto,Penalty_N2,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return
107,GM,Consumer Cyclical,-5.3,49.4,-3.8,-3.3,36.0,31.2,23.8,26.3,20.9,-33.7,-13.7,-5.3,48.8,-58.1,1.7,0.0,-25.3,88.1,82.0,89.0,139.5,125.0,,,,70,,,,,182.1,0,0.0
108,JOBY,Industrials,37.3,70.5,0.8,6.5,-4.5,-3.1,62.1,120.0,174.1,44.1,37.3,37.3,82.8,-71.3,1.8,-26.3,-14.5,89.7,81.0,66.0,212.0,115.0,,,,66,,,,,183.8,-48,0.40000000000000036
109,DLTR,Consumer Defensive,-25.9,63.7,7.8,4.6,44.1,42.1,108.6,-15.0,-21.4,30.9,-29.8,-25.9,19.6,-105.6,2.0,0.0,-21.2,67.4,103.0,108.0,139.5,120.0,,,,66,,,,,184.1,0,0.0
110,C,Financial Services,26.4,88.0,-6.0,3.8,18.0,16.1,33.9,69.9,62.3,45.6,43.8,26.4,37.2,-52.9,1.8,-24.8,-10.6,119.7,67.5,72.0,211.0,110.0,,,,70,,,,,184.1,0,0.0
111,TGTX,Healthcare,-29.6,13.8,-1.7,-8.3,-17.2,-19.6,-14.4,-43.0,24.7,-95.2,101.8,-29.6,355.7,-91.4,1.4,0.0,-86.6,64.4,104.0,112.0,139.5,147.0,,,,57,,,,,186.9,-56,0.0
112,CVX,Energy,-49.9,10.9,3.2,11.3,6.4,-4.1,-22.1,-38.1,-74.3,-10.6,-43.5,-49.9,64.9,-64.0,2.0,0.0,58.4,43.5,134.0,140.0,139.5,43.0,,,,87,,,,,186.9,-42,-35.50000000000001
113,ALB,Basic Materials,-47.9,24.3,0.8,22.2,67.3,107.3,49.1,-27.8,-95.0,-56.7,-15.3,-47.9,166.4,-116.7,2.6,0.0,2.5,45.5,130.0,136.0,139.5,89.0,,,,71,,,,,187.7,-51,-5.1
114,HII,Industrials,9.1,81.9,17.2,28.1,46.1,49.1,66.3,8.7,22.1,56.8,25.6,9.1,29.3,-82.2,1.9,-43.7,-7.1,102.4,75.0,81.0,217.0,109.0,,,,70,,,,,188.2,0,0.0
115,ARKX,Unknown,14.0,100.0,28.2,14.0,0.9,17.1,32.0,38.2,31.1,14.0,14.0,14.0,14.0,-33.4,2.0,-16.6,-3.2,64.3,105.0,77.0,210.0,102.0,,,,70,,,,,189.2,-51,0.0
116,SYF,Financial Services,-31.2,46.8,-22.7,-8.5,3.7,-2.1,-9.7,23.2,45.5,23.0,10.1,-31.2,19.4,-75.8,1.3,0.0,-40.2,62.3,109.0,115.0,139.5,131.0,,,,66,,,,,191.1,0,0.0
117,NEM,Basic Materials,11.0,71.4,6.9,14.2,11.5,79.3,116.9,89.8,29.3,20.7,55.1,11.0,51.4,-90.0,2.1,-80.3,-22.5,104.4,73.0,79.0,219.0,121.0,,,,70,,,,,192.6,-52,4.800000000000001
118,TMO,Healthcare,-52.0,14.2,0.5,6.5,10.8,8.5,-21.9,-33.7,-62.2,-48.2,-63.7,-52.0,60.0,-70.5,2.4,0.0,-44.7,41.4,138.0,144.0,139.5,137.0,,,,54,,,,,193.1,0,0.0
119,ADI,Technology,-14.6,48.2,1.6,3.4,21.7,11.7,37.8,15.5,-2.4,-18.0,-22.1,-14.6,34.5,-60.3,1.9,0.0,-26.0,79.3,94.0,100.0,139.5,126.0,,,,78,,,,,195.1,0,0.0
120,JNJ,Healthcare,-32.7,39.2,14.6,2.4,9.8,20.4,28.2,-4.2,-23.6,-14.7,-27.7,-32.7,13.6,-62.5,2.0,0.0,-38.4,60.6,111.5,117.0,139.5,130.0,,,,71,,,,,196.6,-52,36.50000000000001
121,PG,Consumer Defensive,-72.5,4.3,2.8,-2.4,-6.9,-17.0,-32.8,-50.1,-66.4,-32.0,-66.1,-72.5,25.1,-76.9,2.1,0.0,-1.1,20.9,169.0,173.0,139.5,97.0,,,,65,,,,,200.1,-64,-20.0
122,456680.KS,Unknown,4.8,75.7,1.2,10.3,-0.9,50.7,77.6,107.8,4.8,4.8,4.8,4.8,30.3,-74.6,1.7,-48.7,-16.2,68.9,101.0,85.0,218.0,117.0,,,,73,,,,,200.6,0,0.0
123,EH,Industrials,-36.9,7.8,1.4,6.6,-26.4,-40.4,-10.6,-31.8,-25.8,-90.4,-36.9,-36.9,302.9,-65.6,1.6,0.0,46.2,31.6,153.0,121.0,139.5,50.0,,,,100,,,,,202.7,0,0.0
124,NOC,Industrials,-33.3,24.6,11.4,15.2,7.3,17.0,7.6,-17.3,-37.5,6.1,-16.6,-33.3,47.6,-59.7,2.1,0.0,-40.3,60.1,113.0,118.0,139.5,132.0,,,,76,,,,,202.9,-49,45.8
125,FOX,Communication Services,-16.2,48.9,-2.5,2.1,21.9,1.0,-1.2,33.5,21.3,12.2,-16.2,-16.2,20.5,-51.3,1.8,0.0,-25.0,60.6,111.5,101.5,139.5,124.0,,,,83,,,,,203.1,0,0.0
126,JBHT,Industrials,-41.9,45.4,-1.1,1.8,16.3,29.4,1.7,-24.3,-25.6,2.9,-23.4,-41.9,16.2,-90.2,3.0,0.0,-23.2,51.5,124.5,131.0,139.5,123.0,,,,76,,,,,204.2,0,0.0
127,BLK,Financial Services,-31.7,19.7,15.2,6.8,-4.7,-10.5,-17.8,-20.1,-25.2,-17.5,-16.5,-31.7,29.2,-46.6,2.1,0.0,-33.0,61.6,110.0,116.0,139.5,129.0,,,,80,,,,,204.7,-45,147.6
128,SCHW,Financial Services,-37.8,21.4,5.6,6.1,6.8,4.5,11.4,4.5,-32.4,-23.7,-55.0,-37.8,50.0,-61.7,1.4,0.0,-116.4,55.5,119.0,122.5,139.5,155.0,,,,68,,,,,206.2,0,0.0
129,EXPE,Consumer Cyclical,-37.8,36.8,-5.6,-2.0,22.5,25.2,8.7,-5.4,36.8,-9.1,-31.2,-37.8,23.8,-73.7,1.8,0.0,-69.2,55.6,118.0,122.5,139.5,144.0,,,,73,,,,,206.6,0,0.0
130,MCD,Consumer Cyclical,-48.8,4.6,0.9,-4.3,-3.2,-6.4,-17.2,-39.1,-56.0,-28.8,-67.1,-48.8,32.9,-52.7,2.2,0.0,-28.6,44.6,133.0,138.0,139.5,127.0,,,,75,,,,,207.9,0,0.0
131,LMT,Industrials,-41.8,35.8,11.5,20.0,18.8,19.3,3.4,-8.8,-26.2,5.3,-26.4,-41.8,19.3,-75.9,2.5,0.0,-42.7,51.5,124.5,130.0,139.5,134.0,,,,76,,,,,208.4,-52,31.200000000000003
132,MRK,Healthcare,-67.7,24.2,-1.0,8.7,26.6,12.7,-14.9,-50.6,-66.8,-21.3,-73.4,-67.7,25.8,-97.5,2.8,0.0,-29.8,25.7,161.0,169.0,139.5,128.0,,,,64,,,,,209.1,-65,-3.1000000000000014
133,EXPD,Industrials,-53.7,34.0,3.2,6.3,30.6,26.8,13.3,-30.3,-40.2,-14.1,-58.7,-53.7,22.3,-92.8,2.6,0.0,-48.3,39.7,140.0,146.0,139.5,140.0,,,,71,,,,,212.1,0,0.0
134,ARM,Technology,-56.3,0.4,-0.1,-15.1,-44.1,-47.9,-65.1,-59.9,-56.3,-56.3,-56.3,-56.3,120.7,-57.1,2.0,0.0,3991.6,-1.8,191.0,147.0,139.5,7.0,,,,115,,,,,213.3,-46,29.90000000000009
135,CHRW,Industrials,-51.7,32.7,4.9,8.5,17.1,36.4,20.2,23.8,0.7,2.3,-51.9,-51.7,13.3,-83.3,1.7,0.0,-100.3,41.6,137.0,143.0,139.5,150.0,,,,70,,,,,213.9,0,0.0
136,BKNG,Consumer Cyclical,-40.9,26.8,-10.3,-6.6,-1.7,-18.6,-22.1,-11.3,-9.9,10.6,-15.0,-40.9,16.1,-61.8,1.5,0.0,-58.6,52.6,123.0,129.0,139.5,143.0,,,,80,,,,,215.5,-73,-22.4
137,AAVE-USD,Unknown,-65.7,2.2,-0.4,-14.5,-40.1,-57.4,-71.6,-71.8,-79.4,-87.3,-65.7,-65.7,383.7,-75.7,2.0,0.0,232.1,-10.7,198.0,163.5,139.5,26.0,,,,105,,,,,215.6,-50,0.0
138,BRK-B,Financial Services,-35.6,7.7,-1.8,-3.4,-3.8,-6.1,-12.9,-18.2,-34.0,-3.6,-35.3,-35.6,21.6,-40.4,1.7,0.0,-58.1,57.7,114.0,119.0,139.5,142.0,,,,85,,,,,216.3,0,0.0
139,WFC,Financial Services,-57.4,36.9,-10.5,-6.2,1.3,-3.7,-7.1,8.8,26.4,87.7,-36.6,-57.4,8.8,-96.1,1.2,0.0,-77.9,36.0,146.0,151.0,139.5,146.0,,,,71,,,,,216.7,0,0.0
140,GD,Industrials,-45.2,18.6,7.7,6.8,1.1,5.9,4.2,-11.9,-27.6,18.8,-22.0,-45.2,19.3,-59.9,1.9,0.0,-101.1,48.2,129.0,135.0,139.5,151.0,,,,76,,,,,217.1,0,0.0
141,RIVN,Consumer Cyclical,-16.6,47.9,-5.0,6.0,43.0,28.1,2.8,-15.5,50.5,-16.6,-16.6,-16.6,27.3,-57.0,1.7,0.0,-19.5,20.7,170.0,103.0,139.5,119.0,,,,88,,,,,218.1,-65,0.0
142,AEP,Utilities,-40.1,12.8,5.6,2.6,-1.7,3.9,-4.3,-6.0,-41.0,-16.4,-44.9,-40.1,30.3,-50.4,2.1,0.0,-125.7,53.3,120.5,126.5,139.5,160.0,,,,77,,,,,218.3,-61,113.39999999999999
143,F,Consumer Cyclical,-56.5,6.4,-3.3,-2.5,6.1,-1.1,3.6,-39.8,-64.3,-18.1,3.2,-56.5,95.2,-66.8,2.6,0.0,-87.1,36.9,141.0,148.0,139.5,148.0,,,,74,,,,,218.9,0,0.0
144,WMB,Energy,-49.1,24.5,1.7,-0.4,-5.5,-5.3,-25.3,-3.1,-18.7,37.7,-33.2,-49.1,34.9,-76.3,1.4,0.0,-71.8,44.9,132.0,139.0,139.5,145.0,,,,80,,,,,220.1,0,0.0
145,SLB,Energy,-73.2,21.7,3.2,22.4,39.2,19.2,-14.7,-43.7,-81.0,-11.7,13.5,-73.2,40.9,-104.8,2.1,0.0,-43.2,20.2,171.0,175.5,139.5,135.5,,,,69,,,,,220.4,0,0.0
146,XOM,Energy,-56.6,31.4,6.2,11.3,14.0,5.7,-4.6,-12.1,-52.5,34.1,-25.2,-56.6,13.5,-88.7,1.5,0.0,-46.1,36.7,142.0,149.0,139.5,139.0,,,,79,,,,,220.7,-68,15.899999999999999
147,AMZN,Consumer Cyclical,-48.4,5.6,-2.9,5.4,6.9,-9.2,-25.8,-28.1,-28.9,-53.8,-84.9,-48.4,99.0,-57.2,2.2,0.0,-119.5,45.0,131.0,137.0,139.5,156.0,,,,77,,,,,220.9,-76,-47.400000000000006
148,ICLN,Unknown,-63.1,6.0,-0.6,2.9,5.0,12.6,18.5,-31.8,-89.4,-84.7,-47.5,-63.1,153.1,-76.9,2.0,0.0,-231.9,30.9,154.0,160.0,139.5,174.0,,,,61,,,,,221.3,-79,0.0
149,SEDG,Technology,-179.0,0.2,0.2,-12.6,-19.0,-1.6,40.9,-0.0,-48.1,-91.5,-119.4,-132.1,487.4,-180.5,2.47,0.0,0.0,-73.96537966461388,216.0,218.0,139.5,94.5,24.496666666666663,40.0,94.49666666666668,69,0.7874722222222222,79.0,False,0.7874722222222222,221.5,-75,0.0
150,BSX,Healthcare,-60.1,12.8,-5.6,0.1,-5.2,-22.4,-25.7,-9.1,-4.9,19.7,-65.9,-60.1,27.4,-72.9,1.5,0.0,-224.7,33.8,148.0,155.0,139.5,173.0,,,,65,,,,,222.7,0,0.0
151,KO,Consumer Defensive,-50.5,8.0,0.7,-1.9,0.4,-7.2,-13.0,-18.3,-40.4,-8.5,-46.4,-50.5,10.1,-55.8,2.4,0.0,-202.4,42.8,136.0,142.0,139.5,168.0,,,,72,,,,,222.7,-78,18.900000000000006
152,ONDO-USD,Unknown,-97.3,1.8,0.6,2.9,-42.5,-72.9,-97.3,-97.3,-97.3,-97.3,-97.3,-97.3,237.2,-103.4,2.9,0.0,3623.6,-50.3,212.0,197.0,139.5,9.0,,,,110,,,,,223.3,-55,-61.90000000000009
153,WBD,Communication Services,-42.7,38.0,-0.5,-3.2,36.0,102.9,204.6,165.5,102.8,-13.2,-35.8,-42.7,101.0,-130.9,2.8,0.0,-143.7,50.7,126.0,132.0,139.5,163.0,,,,80,,,,,224.7,0,0.0
154,DUK,Utilities,-57.8,2.4,-1.0,-1.5,-10.4,-11.6,-14.7,-35.5,-63.9,-26.5,-60.9,-57.8,28.9,-59.9,2.4,0.0,-403.2,36.1,145.0,153.0,139.5,183.0,,,,65,,,,,225.7,-82,240.50000000000006
155,ED,Utilities,-66.4,10.8,7.3,3.0,-0.6,-1.6,-0.9,-22.9,-52.8,4.4,-58.5,-66.4,10.7,-75.7,2.1,0.0,-245.5,27.0,159.0,165.5,139.5,175.0,,,,65,,,,,227.8,0,0.0
156,IVZ,Financial Services,-60.8,34.4,4.4,11.1,20.0,43.8,43.2,9.3,-5.2,3.5,31.9,-60.8,7.8,-96.7,1.9,0.0,-111.3,32.6,151.0,156.5,139.5,154.0,,,,78,,,,,229.0,0,0.0
157,RTX,Industrials,-43.8,32.8,13.0,10.2,15.8,8.0,21.1,38.2,1.3,13.5,-23.6,-43.8,10.8,-70.5,1.6,0.0,-92.3,49.6,127.0,133.0,139.5,149.0,,,,90,,,,,229.5,-61,92.89999999999999
158,GILD,Healthcare,-61.1,21.9,-0.1,-0.4,-0.7,-10.8,1.6,-13.8,-41.2,37.6,-26.2,-61.1,7.9,-80.4,1.9,0.0,-139.9,32.9,149.0,158.5,139.5,162.0,,,,77,,,,,231.2,0,0.0
159,SUI-USD,Unknown,-100.5,4.9,0.7,-10.8,101.4,-91.3,-111.4,-95.2,-100.5,-100.5,-100.5,-100.5,147.0,-113.2,3.3,0.0,283.7,-82.0,218.0,202.0,139.5,25.0,,,,112,,,,,233.9,-60,0.0
160,IRDM,Communication Services,-112.8,4.0,-0.2,11.4,-0.2,-34.2,-28.4,-74.7,-122.4,-101.1,-127.9,-112.8,148.5,-123.6,2.2,0.0,-132.6,-19.4,202.0,206.0,139.5,161.0,,,,60,,,,,233.9,0,0.0
161,JKHY,Technology,-70.9,19.2,1.0,-0.1,20.7,1.0,-9.6,-31.4,-55.3,-26.1,-83.0,-70.9,41.0,-97.5,2.1,0.0,-123.5,22.5,164.5,171.5,139.5,157.0,,,,79,,,,,236.9,0,0.0
162,REGN,Healthcare,-68.0,20.0,-8.1,-3.7,24.5,19.4,-5.6,-49.1,-56.8,-5.7,-43.4,-68.0,31.7,-93.0,2.3,0.0,-48.6,25.4,162.0,170.0,139.5,141.0,,,,89,,,,,239.7,0,0.0
163,SPG,Real Estate,-73.0,30.0,-1.6,-1.8,1.6,6.2,-8.6,-8.2,22.6,117.9,-58.0,-73.0,6.9,-107.3,1.2,0.0,-125.0,21.0,168.0,174.0,139.5,158.0,,,,81,,,,,240.5,-86,-1.0999999999999943
164,457480.KS,Unknown,-29.4,35.4,5.5,-2.1,-1.3,29.4,-26.2,9.3,-29.4,-29.4,-29.4,-29.4,25.7,-59.6,2.2,0.0,-42.6,34.9,147.0,111.0,139.5,133.0,,,,109,,,,,241.7,0,0.0
165,INTC,Technology,-75.0,29.1,2.9,24.1,13.9,56.1,69.3,-16.2,24.5,-37.0,-72.8,-75.0,27.9,-117.3,2.7,0.0,-162.1,18.3,174.0,178.0,139.5,164.0,,,,78,,,,,241.9,0,0.0
166,EIX,Utilities,-85.7,12.2,2.7,6.7,7.8,12.2,-13.6,-50.0,-67.2,-23.5,-47.8,-85.7,15.5,-99.7,2.2,0.0,-175.5,7.6,184.0,188.0,139.5,167.0,,,,74,,,,,243.1,0,0.0
167,SHW,Basic Materials,-73.2,8.0,5.1,6.8,1.9,-2.5,-20.7,-39.9,-51.4,-53.4,-76.5,-73.2,43.4,-83.4,2.8,0.0,-253.3,21.1,167.0,175.5,139.5,176.0,,,,77,,,,,243.8,0,0.0
168,DG,Consumer Defensive,-94.7,17.8,2.4,9.2,41.0,31.2,75.7,-27.7,-89.8,-57.5,-103.7,-94.7,60.4,-128.3,2.3,0.0,-222.1,-1.4,190.0,194.5,139.5,171.0,,,,71,,,,,244.2,0,0.0
169,QCOM,Technology,-63.3,0.0,-6.5,-11.5,-9.6,-15.7,-25.9,-35.5,-34.9,-56.6,-43.5,-63.3,56.7,-63.3,2.2,0.0,-1031.5,30.1,155.0,161.0,139.5,196.0,,,,75,,,,,244.5,0,0.0
170,DD,Basic Materials,-70.9,23.3,-1.8,3.9,27.5,31.6,43.3,16.4,-1.5,3.6,-51.0,-70.9,16.1,-97.3,2.2,0.0,-206.4,22.5,164.5,171.5,139.5,169.0,,,,83,,,,,245.7,0,0.0
171,BG,Consumer Defensive,-79.4,19.2,6.9,15.0,10.2,36.4,2.7,-35.4,-65.0,-17.0,-49.5,-79.4,24.4,-104.1,2.2,0.0,-125.4,14.0,181.0,185.0,139.5,159.0,,,,81,,,,,245.7,0,0.0
172,EQIX,Real Estate,-61.1,10.5,1.9,3.2,-4.3,-6.0,-17.2,-31.6,-49.0,-34.3,-41.0,-61.1,22.8,-70.9,2.1,0.0,-171.0,32.8,150.0,158.5,139.5,166.0,,,,90,,,,,246.0,-78,6.599999999999994
173,ACN,Technology,-89.1,10.8,1.9,3.4,18.7,-6.1,-32.1,-61.1,-72.3,-51.3,-82.3,-89.1,31.0,-103.7,2.5,0.0,-168.1,4.3,186.0,190.0,139.5,165.0,,,,77,,,,,246.1,0,0.0
174,PEP,Consumer Defensive,-78.6,5.8,5.2,-4.6,-7.3,-4.9,-12.5,-44.2,-67.1,-38.3,-67.0,-78.6,22.0,-84.8,2.5,0.0,-287.5,14.8,179.0,181.0,139.5,178.0,,,,75,,,,,246.1,-83,1459.9
175,BA,Industrials,-79.3,13.0,3.3,18.0,13.4,-5.3,13.2,-31.1,-48.6,-52.4,-109.0,-79.3,97.0,-105.6,2.2,0.0,-293.0,14.1,180.0,184.0,139.5,179.0,,,,74,,,,,246.3,-90,115.39999999999998
176,NOW,Technology,-88.5,0.0,0.0,-20.3,-32.9,-43.9,-59.1,-67.1,-48.7,-86.0,-107.4,-88.5,136.0,-88.5,1.8,0.0,-222.4,4.9,185.0,189.0,139.5,172.0,,,,75,,,,,246.5,0,0.0
177,SNOW,Technology,-28.3,32.8,-1.8,-3.8,-16.9,-14.3,11.7,-0.6,-6.6,-31.1,-28.3,-28.3,37.2,-60.3,2.1,0.0,-44.9,24.9,163.0,109.0,139.5,138.0,,,,112,,,,,249.5,-74,0.0
178,UBER,Technology,-52.3,10.5,-0.2,2.7,-15.5,-23.2,-17.5,-39.8,-1.2,-40.9,-52.3,-52.3,24.6,-61.3,1.5,0.0,-110.0,22.1,166.0,145.0,139.5,153.0,,,,100,,,,,251.3,-78,-1.2999999999999972
179,UPS,Industrials,-98.5,11.5,2.0,10.0,26.8,-1.8,-18.4,-55.3,-84.9,-60.9,-78.8,-98.5,40.6,-116.5,2.2,0.0,-259.1,-4.5,193.0,198.0,139.5,177.0,,,,77,,,,,253.9,-89,0.0
180,UNH,Healthcare,-114.9,6.3,-1.5,-2.5,-3.9,9.8,-46.6,-71.7,-93.1,-58.5,-116.5,-114.9,29.8,-124.6,2.4,0.0,-357.8,-21.5,204.0,208.0,139.5,181.0,,,,72,,,,,254.7,-100,-83.10000000000002
181,NKE,Consumer Cyclical,-117.5,5.8,0.1,2.9,-6.7,-29.1,-29.1,-71.4,-96.0,-84.2,-114.3,-117.5,32.1,-126.7,2.3,0.0,-594.8,-23.5,205.0,209.0,139.5,187.0,,,,70,,,,,255.5,-95,0.0
182,MA,Financial Services,-50.4,0.0,-7.5,-6.7,-9.4,-17.1,-21.3,-28.1,-45.3,-37.6,-70.9,-50.4,52.9,-50.4,1.9,0.0,-938.4,43.0,135.0,141.0,139.5,194.0,,,,95,,,,,255.7,-98,-828.5
183,ECL,Basic Materials,-75.2,4.7,1.2,1.1,-3.7,-11.7,-5.9,-7.3,-16.9,-48.3,-79.5,-75.2,34.1,-80.6,2.1,0.0,-943.7,19.1,173.0,179.0,139.5,195.0,,,,80,,,,,256.3,0,0.0
184,TAN,Unknown,-122.2,1.2,-1.7,4.7,4.3,14.0,12.6,-46.8,-107.8,-105.1,-101.4,-122.2,155.9,-125.7,2.1,0.0,-4830.6,-28.2,208.0,212.0,139.5,209.0,,,,61,,,,,256.5,-101,0.0
185,SBUX,Consumer Cyclical,-91.7,6.1,1.9,6.5,9.7,-17.9,-7.9,-26.2,-56.9,-61.9,-87.1,-91.7,35.7,-100.0,2.1,0.0,-779.2,2.3,188.0,192.0,139.5,191.0,,,,77,,,,,257.3,-93,0.0
186,TMUS,Communication Services,-84.1,0.0,-1.7,-7.8,-21.4,-27.6,-40.9,-47.4,-67.2,-57.3,-84.0,-84.1,28.3,-84.1,2.6,0.0,-1691.4,9.3,183.0,187.0,139.5,202.0,,,,75,,,,,257.7,0,0.0
187,EL,Consumer Defensive,-119.0,8.8,0.8,8.7,17.2,26.5,45.5,-26.0,-83.2,-79.3,-114.0,-119.0,36.9,-134.1,1.9,0.0,-773.9,-25.6,207.0,210.0,139.5,190.0,,,,71,,,,,258.3,0,0.0
188,HON,Industrials,-76.9,7.1,3.5,7.4,5.6,-16.6,-21.5,-34.5,-67.1,-42.4,-70.5,-76.9,13.9,-83.8,2.6,0.0,-387.1,17.1,176.0,180.0,139.5,182.0,,,,87,,,,,258.9,-90,0.0
189,ADSK,Technology,-91.3,0.0,0.0,-9.7,-13.7,-29.2,-39.7,-48.4,-64.5,-87.2,-102.8,-91.3,100.6,-91.3,2.3,0.0,-2549.0,2.8,187.0,191.0,139.5,206.0,,,,75,,,,,260.9,-96,0.0
190,APD,Basic Materials,-99.7,6.3,1.1,13.7,-1.1,-19.9,-29.4,-48.6,-91.9,-64.9,-91.7,-99.7,42.9,-109.3,2.3,0.0,-476.6,-5.7,196.0,201.0,139.5,185.0,,,,80,,,,,261.3,-95,0.0
191,TXN,Technology,-74.0,15.4,1.0,6.0,6.2,-13.2,-3.3,-14.5,-38.6,-45.6,-75.1,-74.0,38.9,-94.6,1.9,0.0,-220.3,19.4,172.0,177.0,139.5,170.0,,,,97,,,,,262.7,0,0.0
192,V,Financial Services,-56.9,0.9,-8.6,-6.9,-6.4,-17.4,-22.9,-29.9,-39.1,-35.3,-66.7,-56.9,27.5,-57.7,2.2,0.0,-1721.4,36.5,143.0,150.0,139.5,203.0,,,,95,,,,,262.7,-103,-1563.5
193,ABT,Healthcare,-60.8,0.0,-2.0,-6.0,-9.0,-17.3,-13.3,-40.9,-50.4,-39.4,-73.9,-60.8,37.0,-60.8,2.5,0.0,-1612.3,32.5,152.0,156.5,139.5,200.0,,,,95,,,,,264.6,0,0.0
194,CSCO,Technology,-65.7,8.4,2.7,-4.5,5.1,-3.7,7.4,-12.7,-30.9,-8.0,-70.6,-65.7,27.6,-74.3,2.1,0.0,-476.4,27.7,158.0,163.5,139.5,184.0,,,,99,,,,,264.8,0,0.0
195,UNP,Industrials,-79.1,5.3,-2.3,-6.5,-1.9,-10.2,-12.8,-39.3,-58.3,-52.0,-98.1,-79.1,38.1,-85.7,2.1,0.0,-558.1,14.9,178.0,183.0,139.5,186.0,,,,95,,,,,269.5,0,0.0
196,SRE,Utilities,-81.1,4.0,-4.3,-0.3,-5.2,5.3,-9.2,-40.8,-66.9,-12.5,-69.6,-81.1,14.0,-85.1,1.9,0.0,-794.9,13.0,182.0,186.0,139.5,192.0,,,,92,,,,,270.3,-95,0.0
197,HST,Real Estate,-107.7,9.4,1.1,1.9,13.8,9.5,4.7,-19.3,-1.3,0.6,-97.3,-107.7,17.2,-120.6,2.4,0.0,-747.9,-14.4,201.0,205.0,139.5,189.0,,,,86,,,,,270.7,0,0.0
198,PSA,Real Estate,-94.7,4.9,3.3,4.8,-6.7,-10.8,-22.7,-38.6,-70.0,-27.7,-76.9,-94.7,22.2,-100.7,2.8,0.0,-810.8,-0.7,189.0,194.5,139.5,193.0,,,,90,,,,,271.8,-96,0.0
199,T,Communication Services,-66.4,4.7,-8.7,-5.5,-11.8,-22.3,-20.0,-7.1,-30.5,-6.6,-42.7,-66.4,13.0,-70.3,1.8,0.0,-740.3,28.0,157.0,165.5,139.5,188.0,,,,105,,,,,272.6,0,0.0
200,PFE,Healthcare,-105.3,2.0,-1.0,-6.6,-2.8,-14.9,-17.7,-35.3,-91.1,-54.9,-105.9,-105.3,33.5,-108.1,2.1,0.0,-2243.9,-11.4,199.0,203.0,139.5,204.0,,,,85,,,,,274.9,0,0.0
201,LUV,Industrials,-96.1,19.4,-1.6,0.9,27.1,7.5,19.3,21.4,-8.1,-28.6,-82.0,-96.1,25.7,-125.4,2.2,0.0,-319.0,-2.8,192.0,196.0,139.5,180.0,,,,98,,,,,275.5,0,0.0
202,SYK,Healthcare,-79.0,0.5,-3.7,-1.5,-6.3,-21.6,-27.3,-33.3,-40.5,-41.8,-79.6,-79.0,27.6,-79.5,2.0,0.0,-3284.0,15.0,177.0,182.0,139.5,207.0,,,,95,,,,,277.5,0,0.0
203,RXRX,Healthcare,-66.9,5.1,2.7,-3.7,-22.9,-13.1,-25.2,-105.3,-49.5,-66.9,-66.9,-66.9,84.8,-75.1,2.5,0.0,-102.2,-24.0,206.0,167.0,139.5,152.0,,,,115,,,,,278.3,-93,0.0
204,ALGN,Healthcare,-140.3,4.2,0.1,4.3,32.2,-17.4,-37.8,-62.8,-72.8,-105.6,-141.5,-140.3,174.7,-154.2,2.6,0.0,-1658.5,-46.9,211.0,214.0,139.5,201.0,,,,87,,,,,280.3,0,0.0
205,AI,Technology,-92.5,0.4,-1.2,-13.4,-26.3,-41.8,-66.7,-92.4,-31.8,-84.4,-92.5,-92.5,60.7,-93.1,1.8,0.0,-1545.1,-43.6,210.0,193.0,139.5,199.0,,,,95,,,,,283.1,-99,0.0
206,PYPL,Financial Services,-146.1,0.0,-0.7,-5.8,-30.8,-35.9,-53.1,-58.9,-92.3,-109.1,-146.5,-146.1,104.9,-146.1,2.5,0.0,-8069.6,-52.1,213.0,215.0,139.5,213.0,,,,85,,,,,283.7,-102,0.0
207,TDOC,Healthcare,-156.5,0.5,-0.2,-3.4,-14.6,-11.3,-2.2,-76.6,-91.9,-117.6,-160.8,-156.5,305.8,-158.7,2.6,0.0,-9827.8,-62.5,215.0,216.0,139.5,214.0,,,,85,,,,,284.7,-102,0.0
208,AMT,Real Estate,-107.3,1.7,0.6,-4.3,-7.5,-31.2,-32.4,-56.5,-79.6,-58.9,-111.3,-107.3,53.0,-110.1,2.8,0.0,-2341.4,-13.4,200.0,204.0,139.5,205.0,,,,95,,,,,285.7,-101,1723.6999999999998
209,VZ,Communication Services,-99.1,0.0,-2.3,-4.4,-3.9,-7.1,-15.2,-27.1,-43.1,-45.5,-104.8,-99.1,18.6,-99.1,2.2,0.0,-5978.8,-4.8,194.0,200.0,139.5,211.0,,,,95,,,,,286.1,0,0.0
210,GRAB,Technology,-58.3,0.0,-8.5,-7.7,-28.2,-23.7,-21.9,-6.6,-16.7,-51.1,-58.3,-58.3,21.6,-58.3,1.6,0.0,-3565.7,-8.9,197.0,154.0,139.5,208.0,,,,105,,,,,286.3,-101,0.0
