Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Period_Penalty,Alpha_Penalty,Penalty_Raw,Penalty,Penalty_N,Penalty_Rank,IsCrypto,Penalty_N2,Average_Rank
85,LMT,Industrials,-65.3,11.1,2.1,9.8,-0.4,-0.4,-7.4,-18.0,-30.4,-34.0,-50.6,-67.8,19.3,-75.9,2.47,0.0,0.0,26.114885766336894,78.0,85.0,67.0,65.5,22.78666666666667,60.0,82.78666666666666,82.79,0.6898888888888889,87.0,False,0.6898888888888889,55.4508
86,ALB,Basic Materials,-64.9,18.3,-1.1,9.9,48.3,74.1,75.3,39.1,-2.4,-40.3,-40.1,-66.4,166.4,-116.7,2.59,0.0,0.0,26.52377576699716,77.0,84.0,67.0,65.5,15.68,50.0,80.68,80.68,0.6723333333333333,78.0,False,0.6723333333333333,55.534
87,AAVE-USD,Unknown,-72.4,0.7,0.1,-10.3,-23.7,-36.8,-42.1,-20.4,2.3,-23.1,429.7,429.7,383.7,-75.7,1.94,0.0,0.0,-19.93828661633984,100.0,90.0,67.0,65.5,14.271666666666665,53.33333333333334,82.605,82.6,0.6883750000000001,84.0,True,0.6883750000000001,56.8824
88,ICLN,Unknown,-67.0,4.3,0.3,-1.0,-0.6,6.2,15.5,2.2,-20.3,-49.2,-59.0,-71.4,153.1,-76.9,2.03,0.0,0.0,24.40726526274617,80.0,86.0,67.0,65.5,17.39666666666667,40.0,73.39666666666668,73.4,0.611638888888889,74.0,False,0.611638888888889,57.6053
89,PANW,Technology,23.6,36.5,-1.5,-2.1,-10.7,-11.6,-13.7,-13.4,-3.7,30.7,100.7,201.9,149.3,-48.7,1.15,-0.1,-0.1,115.0244034108962,39.0,41.0,107.0,106.0,5.221666666666667,10.0,23.221666666666668,23.22,0.1935138888888889,9.0,False,0.1935138888888889,57.8757
90,DUK,Utilities,-55.2,5.3,2.4,-3.2,-5.5,-8.8,-12.3,-14.2,-21.1,-32.2,-50.7,-76.6,28.9,-59.9,2.39,0.0,0.0,36.229118281315785,72.0,79.5,67.0,65.5,21.86,30.0,51.86,51.86,0.43216666666666664,40.0,False,0.43216666666666664,58.9124
91,SDGR,Healthcare,-120.0,1.4,-0.4,4.6,-9.7,-14.5,-24.3,-36.8,-57.5,-82.9,-97.0,-97.0,42.7,-122.3,2.59,0.0,0.0,-55.40631963347059,110.0,108.0,67.0,65.5,33.77166666666667,80.0,120.0,120.0,1.0,111.5,False,1.0,59.878
92,AI,Technology,-92.8,0.2,0.2,-4.6,-18.8,-33.8,-49.3,-62.4,-76.7,-93.3,-93.3,-93.3,60.7,-93.1,1.81,0.0,0.0,-46.42169135073687,107.0,97.0,67.0,65.5,37.843333333333334,26.66666666666667,79.51,79.51,0.6625833333333334,77.0,False,0.6625833333333334,60.4301
93,MRK,Healthcare,-69.7,22.5,1.5,3.1,17.1,17.9,7.4,-15.1,-31.3,-32.8,-50.5,-65.3,25.8,-97.5,2.71,0.0,0.0,21.74319355188965,82.0,87.0,67.0,65.5,22.380000000000003,40.0,70.38,70.38,0.5864999999999999,67.0,False,0.5864999999999999,60.5957
94,SRE,Utilities,-79.0,6.2,1.3,-3.7,-3.9,-0.1,-3.2,-8.2,-19.0,-26.9,-45.6,-68.1,14.0,-85.1,1.89,0.0,0.0,12.42162144329939,87.0,93.0,67.0,65.5,16.256666666666668,60.0,84.25666666666666,84.26,0.7021388888888889,90.0,False,0.7021388888888889,60.6486
95,HON,Industrials,-81.1,2.8,1.5,2.3,-1.6,-10.5,-16.4,-21.6,-32.8,-45.4,-60.6,-77.5,13.9,-83.8,2.59,0.0,0.0,10.309110813854703,88.0,94.0,67.0,65.5,26.658333333333335,60.0,86.65833333333333,86.66,0.7221527777777778,94.0,False,0.7221527777777778,60.7213
96,CRM,Technology,-98.1,8.3,1.4,13.5,8.7,-1.0,-14.6,-22.1,-23.2,-28.7,-41.1,-28.2,46.2,-111.1,2.27,0.0,0.0,-6.74004087360135,95.0,100.0,67.0,65.5,18.923333333333336,70.0,103.92333333333333,103.92,0.8660277777777777,104.0,False,0.8660277777777777,61.0302
97,SBUX,Consumer Cyclical,-94.4,4.1,1.5,-1.1,-0.5,-9.2,-18.9,-25.7,-42.8,-57.6,-76.1,-93.7,35.7,-100.0,2.07,0.0,0.0,-3.0448054868208008,93.0,98.0,67.0,65.5,27.438333333333333,50.0,85.43833333333333,85.44,0.7119861111111111,91.0,False,0.7119861111111111,61.1571
98,UNI-USD,Unknown,-19.53073240410449,2.4,0.0,2.4,-2.6,6.4,11.9,-9.9,-6.9,-30.5,-42.6,-42.6,306014.5,-128.8,1.49,59.27,-2.44,-41.84811720827457,106.0,57.0,19.0,111.0,11.2,0.0,26.2,26.2,0.21833333333333332,12.0,True,0.21833333333333332,61.4447
99,PSA,Real Estate,-98.8,1.5,1.5,-4.5,-9.0,-14.5,-23.0,-32.3,-44.3,-58.1,-72.9,-100.3,22.2,-100.7,2.81,0.0,0.0,-7.361680287384587,96.0,101.0,67.0,65.5,32.52666666666667,60.0,100.52666666666667,100.53,0.8377222222222223,102.0,False,0.8377222222222223,62.376
100,PG,Consumer Defensive,-71.4,4.1,1.8,-3.0,-5.9,-12.4,-22.3,-31.3,-42.5,-51.1,-66.5,-80.9,25.1,-75.5,1.98,0.0,0.0,20.01641513053972,84.0,89.0,67.0,65.5,28.183333333333334,30.0,58.18333333333334,58.18,0.48486111111111113,48.0,False,0.48486111111111113,62.845
101,PEP,Consumer Defensive,-78.7,2.8,1.4,-4.2,-1.5,-4.2,-12.3,-27.6,-45.0,-56.9,-74.6,-97.3,22.0,-81.6,2.46,0.0,0.0,12.721517076350564,86.0,92.0,67.0,65.5,28.633333333333333,40.0,68.63333333333333,68.63,0.5719444444444444,66.0,False,0.5719444444444444,63.4793
102,PPG,Basic Materials,-129.2,4.0,1.1,2.3,0.5,-8.6,-17.2,-33.4,-50.8,-67.7,-87.6,-117.1,10.3,-135.0,2.56,0.0,0.0,-37.83634447671551,105.0,110.0,67.0,65.5,31.256666666666668,80.0,119.25666666666666,119.26,0.9938055555555555,107.0,False,0.9938055555555555,63.5817
103,BA,Industrials,-91.3,7.1,0.9,16.1,4.9,-2.7,1.2,-3.4,-21.3,-32.6,-63.5,-95.3,97.0,-105.6,2.12,0.0,0.0,0.0908646540367597,92.0,96.0,67.0,65.5,17.641666666666666,50.0,82.64166666666667,82.64,0.6886805555555555,85.0,False,0.6886805555555555,63.8033
104,AMT,Real Estate,-104.1,2.2,2.1,-0.7,-5.8,-17.3,-23.1,-33.1,-45.5,-65.2,-88.6,-104.3,53.0,-107.6,2.76,0.0,0.0,-12.670369337538869,99.0,105.0,67.0,65.5,32.94,60.0,100.94,100.94,0.8411666666666666,103.0,False,0.8411666666666666,64.1853
105,SPCE,Industrials,-155.3,0.6,0.5,-15.5,-16.3,-8.6,-22.3,-58.3,-90.5,-120.1,-150.8,-165.5,282.6,-157.9,2.24,0.0,0.0,-80.34325881810106,113.0,112.0,67.0,65.5,35.595,66.66666666666667,120.0,120.0,1.0,111.5,False,1.0,65.669
106,UPS,Industrials,-103.7,8.1,0.5,3.9,10.3,2.1,-12.8,-33.8,-56.8,-79.2,-96.9,-125.5,40.6,-116.5,2.07,0.0,0.0,-12.346580840686029,97.0,103.0,67.0,65.5,29.04,50.0,87.03999999999999,87.04,0.7253333333333333,95.0,False,0.7253333333333333,66.0375
107,APD,Basic Materials,-103.8,3.6,1.6,-5.5,-6.0,-14.7,-24.1,-30.0,-45.3,-56.3,-73.5,-85.9,42.9,-109.3,2.28,0.0,0.0,-12.365096598991332,98.0,104.0,67.0,65.5,30.189999999999998,50.0,88.19,88.19,0.7349166666666667,97.0,False,0.7349166666666667,66.3849
108,ADSK,Technology,-81.2,1.0,0.6,-3.2,-5.7,-9.7,-11.4,-10.5,-12.8,-25.8,-35.1,-8.1,100.6,-83.0,2.21,0.0,0.0,10.236416811809356,89.0,95.0,67.0,65.5,13.855,40.0,61.855000000000004,61.86,0.5154583333333334,54.0,False,0.5154583333333334,66.7677
109,UNH,Healthcare,-113.3,7.3,1.9,1.9,-3.3,1.3,-22.5,-43.0,-60.3,-72.1,-81.5,-85.8,29.8,-124.6,2.28,0.0,0.0,-21.89290651450652,101.0,106.0,67.0,65.5,33.17333333333333,40.0,88.17333333333333,88.17,0.7347777777777778,96.0,False,0.7347777777777778,68.0886
110,PYPL,Financial Services,-143.3,0.4,0.4,-6.9,-12.7,-20.7,-30.0,-34.7,-47.9,-78.7,-107.3,-126.0,104.9,-144.3,2.53,0.0,0.0,-51.870631814609744,109.0,111.0,67.0,65.5,33.06666666666666,50.0,106.06666666666666,106.07,0.8838888888888888,105.0,False,0.8838888888888888,68.6595
111,TAN,Unknown,-121.5,1.5,0.0,2.8,5.0,15.7,25.5,6.2,-23.3,-56.7,-59.1,-58.6,155.9,-125.7,2.13,0.0,0.0,-30.09160776819253,103.0,109.0,67.0,65.5,18.453333333333333,40.0,81.45333333333333,81.45,0.6787777777777778,79.0,False,0.6787777777777778,68.8328
112,IRBT,Consumer Cyclical,-190.4,0.6,0.6,-93.3,-96.6,-101.3,-108.0,-117.0,-131.4,-144.7,-168.8,-202.5,120.3,-192.4,2.08,0.0,0.0,-98.96030392162255,115.0,115.0,67.0,65.5,43.76,70.0,120.0,120.0,1.0,111.5,False,1.0,69.0
113,TDOC,Healthcare,-156.6,0.5,0.5,-6.1,-11.0,-16.3,-24.6,-44.6,-73.2,-106.0,-138.8,-172.8,305.8,-158.7,2.58,0.0,0.0,-65.24297854249912,111.0,113.0,67.0,65.5,35.410000000000004,50.0,108.41,108.41,0.9034166666666666,106.0,False,0.9034166666666666,69.345
114,NKE,Consumer Cyclical,-117.7,5.7,5.7,-2.8,-7.0,-15.2,-19.9,-37.1,-59.2,-82.3,-104.2,-126.2,32.1,-126.7,2.33,0.0,0.0,-26.28712599580919,102.0,107.0,67.0,65.5,34.67,40.0,82.67,82.67,0.6889166666666667,86.0,False,0.6889166666666667,69.897
115,SEDG,Technology,-179.0,0.2,0.2,-12.6,-19.0,-1.6,40.9,-0.0,-48.1,-91.5,-119.4,-132.1,487.4,-180.5,2.47,0.0,0.0,-73.96537966461388,112.0,114.0,67.0,65.5,24.496666666666666,40.0,94.49666666666667,94.5,0.7874722222222222,99.0,False,0.7874722222222222,73.0001
