Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
122,SNOW,Technology,-35.4,39.2,-1.5,-3.6,8.7,12.3,37.1,17.2,5.5,-22.5,-22.5,-22.5,43.4,-86.1,2.6,0.0,-70.8,22.3,129.0,102.0,121.5,109.0,90,204.1
123,UPS,Industrials,-94.7,0.0,0.0,-4.1,-6.6,-15.0,-24.2,-45.8,-64.3,-79.5,-92.9,-124.5,55.9,-94.7,2.7,0.0,-116.3,4.9,147.0,153.0,121.5,116.0,75,205.7
124,RTX,Industrials,-60.8,20.5,1.7,4.5,7.2,8.7,13.7,28.0,19.8,28.8,13.3,-10.5,5.0,-77.8,1.8,0.0,-186.8,38.9,118.0,126.0,121.5,123.0,85,207.3
125,GRAB,Technology,-49.2,23.6,-2.9,8.8,0.8,5.9,16.5,19.9,19.8,-13.0,-13.0,-13.0,18.6,-70.2,1.6,0.0,-141.6,2.9,149.5,115.0,121.5,117.0,85,209.0
126,PYPL,Financial Services,-134.6,0.1,-0.1,1.3,2.9,-3.4,-3.6,-7.0,-24.3,-60.5,-84.1,-91.4,221.9,-135.0,2.2,0.0,-7813.6,-34.3,160.0,164.0,121.5,161.0,57,210.5
127,PYPL,Financial Services,-134.3,0.2,0.0,1.5,3.5,-2.7,-3.5,-6.7,-23.9,-60.2,-83.7,-91.1,221.9,-135.0,2.2,0.0,-7818.6,-34.1,159.0,163.0,121.5,162.0,57,210.5
128,CRM,Technology,-73.3,0.5,0.4,-3.8,-8.8,-15.5,-14.6,-19.4,-12.5,-23.8,-30.1,-3.6,89.3,-74.1,1.8,0.0,-3495.5,26.4,123.0,130.0,121.5,153.0,75,211.1
129,CRM,Technology,-73.8,0.2,0.0,-4.1,-9.5,-15.6,-15.1,-19.8,-13.1,-24.4,-30.8,-4.5,89.3,-74.1,1.8,0.0,-3505.1,25.9,124.0,131.0,121.5,154.0,75,211.9
130,MRK,Healthcare,-102.9,0.0,0.0,1.1,-5.4,-11.9,-23.9,-41.5,-52.7,-51.9,-67.8,-88.9,23.1,-102.9,2.1,0.0,-1157.4,-3.2,153.0,157.0,121.5,142.0,70,213.1
131,GRAB,Technology,-50.8,21.8,-4.6,2.9,-0.7,3.9,14.8,17.5,17.3,-14.8,-14.8,-14.8,18.6,-70.2,1.6,0.0,-157.6,1.4,151.0,118.0,121.5,119.0,88,213.7
132,MRK,Healthcare,-103.6,0.0,0.0,1.4,-6.3,-12.5,-24.5,-42.0,-53.2,-52.6,-68.5,-89.7,23.1,-103.6,2.1,0.0,-1163.5,-4.0,154.0,158.0,121.5,143.0,70,213.9
133,KO,Consumer Defensive,-56.7,0.0,-0.4,-7.4,-15.0,-9.7,-11.3,-15.8,-26.4,-29.3,-44.5,-71.4,21.2,-56.7,2.3,0.0,-1524.8,42.9,114.0,124.0,121.5,145.0,85,214.9
134,PSA,Real Estate,-84.2,0.0,-0.3,-5.9,-14.0,-13.0,-18.7,-24.1,-37.2,-43.7,-56.4,-87.5,27.2,-84.2,2.1,0.0,-2818.0,15.5,138.5,144.5,121.5,149.5,75,215.7
135,PSA,Real Estate,-84.2,0.0,-0.3,-5.9,-14.0,-13.0,-18.7,-24.1,-37.2,-43.7,-56.4,-87.5,27.2,-84.2,2.1,0.0,-2818.0,15.5,138.5,144.5,121.5,149.5,75,215.7
136,NKE,Consumer Cyclical,-95.8,0.6,-0.1,6.6,18.5,7.2,-2.1,-28.2,-47.4,-68.2,-85.0,-104.7,54.6,-96.7,2.3,0.0,-2174.6,3.9,148.0,154.0,121.5,146.0,74,217.1
137,NKE,Consumer Cyclical,-96.7,0.0,-0.5,10.7,13.5,2.5,-6.0,-31.7,-50.7,-71.1,-88.1,-108.5,54.6,-96.7,2.3,0.0,-2182.0,2.9,149.5,155.0,121.5,147.0,74,218.0
138,DUK,Utilities,-47.2,0.4,-1.4,-1.7,-9.5,-6.5,-6.7,-6.4,-16.7,-24.1,-41.0,-71.1,23.4,-47.5,2.1,0.0,-774.4,52.5,105.5,112.5,121.5,138.5,95,218.3
139,DUK,Utilities,-47.2,0.4,-1.4,-1.7,-9.5,-6.5,-6.7,-6.4,-16.7,-24.1,-41.0,-71.1,23.4,-47.5,2.1,0.0,-774.4,52.5,105.5,112.5,121.5,138.5,95,218.3
140,QQQ,Unknown,-81.5,2.3,-2.0,0.2,2.2,3.2,4.1,5.1,13.0,13.3,32.0,80.0,11.1,-83.7,1.9,0.0,-2959.3,18.2,133.5,139.5,121.5,151.5,80,219.5
141,QQQ,Unknown,-81.5,2.3,-2.0,0.2,2.2,3.2,4.1,5.1,13.0,13.3,32.0,80.0,11.1,-83.7,1.9,0.0,-2959.3,18.2,133.5,139.5,121.5,151.5,80,219.5
142,SPG,Real Estate,-82.4,19.5,0.0,0.1,-6.0,-10.0,-10.6,-8.6,-8.3,-3.4,-29.3,-82.9,13.8,-105.7,1.2,0.0,-243.6,17.3,136.5,142.5,121.5,124.5,90,219.9
143,SPG,Real Estate,-82.4,19.5,0.0,0.1,-6.0,-10.0,-10.6,-8.6,-8.3,-3.4,-29.3,-82.9,13.8,-105.7,1.2,0.0,-243.6,17.3,136.5,142.5,121.5,124.5,90,219.9
144,XOM,Energy,-82.1,10.4,-1.4,-0.4,-5.5,-5.6,-11.4,-21.3,-31.5,-0.3,-15.9,-60.2,13.1,-93.2,1.5,0.0,-174.6,17.5,135.0,141.0,121.5,120.0,95,222.5
145,SBUX,Consumer Cyclical,-78.4,15.1,-1.9,-2.3,-0.6,-10.6,-8.3,-19.9,-33.0,-44.5,-57.0,-75.7,40.7,-99.6,2.4,0.0,-249.5,21.3,131.0,135.0,121.5,126.0,95,222.9
146,SBUX,Consumer Cyclical,-78.7,14.9,-1.6,-2.6,-1.4,-11.3,-9.2,-20.6,-33.8,-45.2,-57.9,-76.7,40.7,-99.6,2.4,0.0,-254.1,21.0,132.0,136.5,121.5,127.0,95,223.8
147,SRE,Utilities,-87.2,4.7,0.6,3.0,-3.5,-2.8,-9.5,-15.6,-28.6,-31.9,-49.3,-76.8,11.1,-92.1,2.0,0.0,-801.5,12.4,141.5,147.5,121.5,140.5,90,228.3
148,SRE,Utilities,-87.2,4.7,0.6,3.0,-3.5,-2.8,-9.5,-15.6,-28.6,-31.9,-49.3,-76.8,11.1,-92.1,2.0,0.0,-801.5,12.4,141.5,147.5,121.5,140.5,90,228.3
149,TDOC,Healthcare,-165.3,0.0,0.0,-1.9,1.4,-10.4,-15.5,-49.9,-76.1,-105.8,-135.1,-167.9,456.6,-165.3,2.4,0.0,-9793.2,-64.5,167.5,168.0,121.5,163.0,72,228.6
150,TDOC,Healthcare,-165.2,0.0,0.0,-8.2,1.6,-10.6,-15.6,-50.2,-75.9,-105.8,-135.1,-167.9,456.6,-165.3,2.4,0.0,-9811.9,-64.5,167.5,167.0,121.5,164.0,72,228.8
151,JNJ,Healthcare,-75.7,7.1,0.4,5.3,-1.6,-0.5,-3.9,-15.2,-29.0,-39.4,-55.9,-82.8,20.0,-83.0,2.3,0.0,-398.1,24.0,126.0,133.0,121.5,133.0,100,229.3
152,JNJ,Healthcare,-77.2,5.6,-1.2,4.6,-3.0,-1.4,-5.0,-16.5,-30.2,-40.6,-57.3,-84.3,20.0,-83.0,2.3,0.0,-517.6,22.4,127.5,134.0,121.5,136.0,100,231.0
153,PPG,Basic Materials,-121.4,0.0,0.0,-2.9,-4.0,-5.9,-12.9,-31.0,-43.5,-56.8,-73.3,-106.9,7.4,-121.4,2.5,0.0,-5124.0,-21.8,157.5,161.5,121.5,157.5,85,236.1
154,PPG,Basic Materials,-121.4,0.0,0.0,-2.9,-4.0,-5.9,-12.9,-31.0,-43.5,-56.8,-73.3,-106.9,7.4,-121.4,2.5,0.0,-5124.0,-21.8,157.5,161.5,121.5,157.5,85,236.1
155,IRBT,Consumer Cyclical,-151.6,2.1,-0.5,50.7,63.6,18.5,-17.1,-59.5,-88.4,-113.8,-142.0,-185.3,231.2,-160.0,2.1,0.0,-4319.4,-52.0,165.0,165.0,121.5,156.0,84,236.7
156,LMT,Industrials,-89.1,0.2,0.2,-12.3,-21.2,-17.1,-26.7,-32.7,-43.5,-44.8,-59.8,-77.0,26.4,-89.3,2.0,0.0,-2513.1,10.5,146.0,152.0,121.5,148.0,95,238.1
157,RXRX,Healthcare,-78.7,7.6,2.5,22.2,16.4,5.8,-5.8,-32.3,-46.5,-62.4,-62.4,-62.4,35.8,-88.1,2.1,0.0,-311.5,-40.0,161.0,136.5,121.5,130.0,104,239.8
158,RIVN,Consumer Cyclical,-48.8,12.1,-1.8,-1.0,-6.0,-0.8,-1.3,-21.8,-44.5,-57.4,-57.4,-57.4,15.9,-57.7,1.9,0.0,-151.2,-18.8,155.0,114.0,121.5,118.0,115,240.3
159,ENS,Industrials,-87.9,3.6,2.9,4.2,-1.3,-5.5,-12.3,-24.5,-27.4,-32.7,-47.6,-78.6,30.5,-92.3,1.8,0.0,-1239.8,11.7,144.0,150.0,121.5,144.0,100,240.7
160,RXRX,Healthcare,-80.3,6.3,-2.7,20.7,12.4,2.1,-8.7,-34.5,-48.9,-64.5,-64.5,-64.5,35.8,-88.1,2.1,0.0,-383.4,-41.6,162.0,138.0,121.5,132.0,104,241.1
161,RIVN,Consumer Cyclical,-50.1,10.3,-3.0,-1.8,-8.8,-2.2,-3.0,-23.5,-45.9,-58.7,-58.7,-58.7,15.9,-57.7,1.9,0.0,-182.8,-20.2,156.0,117.0,121.5,122.0,115,242.7
162,CL,Consumer Defensive,-85.7,0.0,0.0,-8.5,-15.4,-13.5,-19.9,-23.4,-30.9,-38.5,-54.1,-89.0,7.9,-85.7,1.7,0.0,-3616.4,13.9,140.0,146.0,121.5,155.0,105,248.5
163,SDGR,Healthcare,-104.7,0.2,-1.8,6.8,-12.8,-7.8,-4.3,-29.6,-43.2,-71.4,-78.6,-78.6,66.2,-105.1,2.4,0.0,-5677.3,-49.0,163.0,159.0,121.5,159.0,110,262.3
164,SDGR,Healthcare,-105.1,0.0,-0.4,4.1,-14.1,-7.9,-5.2,-30.3,-43.9,-72.0,-79.2,-79.2,66.2,-105.1,2.4,0.0,-5689.1,-49.4,164.0,160.0,121.5,160.0,110,263.1
165,,,,,,,,,,,,,,,,,,,,,,,,,80,
166,TEM,Healthcare,7.9,26.0,2.0,-0.4,4.0,9.5,20.0,24.0,24.0,24.0,24.0,24.0,102.9,-25.4,2.0,80.2,,27.1,122.0,78.0,62.0,,75,
167,MSTY,Unknown,21.0,47.4,-10.3,-5.6,-17.9,-18.0,-26.4,-33.0,-33.0,-33.0,-33.0,-33.0,63.4,-17.2,1.7,30.1,,39.5,116.5,65.5,74.5,,105,
168,,,,,,,,,,,,,,,,,,,,,,,,,80,
169,MSTY,Unknown,21.0,47.4,-10.3,-5.6,-17.9,-18.0,-26.4,-33.0,-33.0,-33.0,-33.0,-33.0,63.4,-17.2,1.7,30.1,,39.5,116.5,65.5,74.5,,105,
170,TEM,Healthcare,3.0,22.1,-0.4,-2.1,-0.8,5.4,14.0,18.8,18.8,18.8,18.8,18.8,102.9,-25.4,2.0,94.0,,22.2,130.0,81.0,61.0,,78,
171,,,,,,,,,,,,,,,,,,,,,,,,,80,
